budget,genre,name,score,year
18000000,action,street fighter: la leyenda,3.7,2009
209000000,action,superman returns,6.1,2006
150000000,adventure,harry potter and the goblet of fire,7.7,2005
500000,comedy,terror firmer,6.3,1999
unknown,crime,the girl who kicked the hornet's nest,7.3,2009
75000000,action,the legend of zorro,5.9,2005
60000000,action,fire down below,5.0,1997
8000000,comedy,even cowgirls get the blues,4.3,1993
27000000,crime,lucky number slevin,7.8,2006
10000000,action,the legend of drunken master,7.6,1994
17000000,comedy,good boy!,5.1,2003
unknown,drama,crossroads,7.1,1986
25000000,action,jane got a gun,5.9,2015
65000000,comedy,the santa clause 2,5.6,2002
unknown,drama,candy,7.3,2006
20000000,comedy,heartburn,6.1,1986
35000000,comedy,for richer or poorer,5.7,1997
14800000,comedy,magic mike xxl,5.6,2015
13000000,comedy,harriet the spy,5.9,1996
unknown,comedy,gridlock'd,7.0,1997
20000000,crime,mr. brooks,7.3,2007
50000000,comedy,mr. deeds,5.8,2002
unknown,biography,van gogh,7.3,1991
22000000,comedy,the super,5.5,1991
unknown,drama,streets of gold,6.0,1986
unknown,biography,la vie en rose,7.6,2007
80000000,animation,ice age: the meltdown,6.9,2006
18000000,action,sky bandits,4.6,1986
unknown,crime,mona lisa,7.4,1986
35000000,drama,geronimo: an american legend,6.5,1993
75000000,action,x-men,7.4,2000
900000,action,supercop,6.9,1992
unknown,crime,ain't them bodies saints,6.4,2013
92000000,animation,the incredibles,8.0,2004
unknown,action,house of flying daggers,7.6,2004
85000000,action,cats & dogs: the revenge of kitty galore,4.3,2010
12000000,comedy,the big green,5.5,1995
70000000,action,sky captain and the world of tomorrow,6.1,2004
42000000,comedy,along came polly,5.9,2004
102000000,action,swordfish,6.5,2001
10000000,comedy,broken flowers,7.2,2005
3000000,drama,tanner hall,5.9,2009
unknown,comedy,kontroll,7.7,2003
75000000,animation,the simpsons movie,7.4,2007
unknown,crime,hey ram,8.0,2000
unknown,adventure,the hunter,6.8,2011
80000000,drama,for love of the game,6.6,1999
unknown,comedy,another year,7.3,2010
40000000,biography,big miracle,6.5,2012
45000000,comedy,surviving christmas,5.3,2004
unknown,comedy,the whoopee boys,6.2,1986
unknown,comedy,things change,7.0,1988
16000000,drama,remember me,7.2,2010
38000000,comedy,sweet home alabama,6.2,2002
unknown,drama,9 songs,4.9,2004
85000000,crime,ocean's thirteen,6.9,2007
200000000,action,transformers: revenge of the fallen,6.0,2009
110000000,action,x-men 2,7.5,2003
48000000,action,búsqueda implacable 3,6.0,2014
55000000,action,metro,5.5,1997
unknown,action,the getaway,5.7,1994
unknown,adventure,senior trip,5.6,1995
unknown,comedy,toto the hero,7.7,1991
85000000,comedy,bewitched,4.8,2005
30000000,drama,the prince of tides,6.7,1991
unknown,action,knights of the city,4.8,1986
unknown,adventure,my mother's castle,7.6,1990
51000000,comedy,me myself & irene,6.6,2000
103000000,animation,rio 2,6.3,2014
3500000,comedy,winter passing,6.4,2005
29000000,drama,center stage,6.7,2000
7000000,comedy,flirting with disaster,6.8,1996
3300000,comedy,twin town,6.7,1997
20000000,comedy,cocktail,5.8,1988
10000000,horror,turistas,5.3,2006
3000000,comedy,freeway,6.9,1996
unknown,crime,swimming pool: juegos perversos,6.8,2003
unknown,drama,london,6.6,2005
40000000,animation,the magic sword: quest for camelot,6.2,1998
60000000,comedy,intolerable cruelty,6.3,2003
unknown,action,ultra warrior,1.6,1990
15000000,biography,the theory of everything,7.7,2014
11000000,comedy,tomcats,5.3,2001
unknown,comedy,love is all there is,5.1,1996
unknown,action,cage,4.9,1989
30000000,action,wild bill,5.9,1995
2500000,comedy,a haunted house,5.1,2013
10000000,horror,saw iii,6.2,2006
700000,comedy,trust,7.5,1990
19000000,adventure,without a paddle,5.9,2004
unknown,comedy,prime,6.2,2005
unknown,drama,the double life of veronique,7.9,1991
unknown,drama,winter people,6.3,1989
unknown,comedy,my new gun,5.6,1992
unknown,adventure,roadside prophets,6.5,1992
unknown,animation,the tale of the princess kaguya,8.1,2013
unknown,comedy,watch it,6.4,1993
8000000,comedy,half baked,6.7,1998
unknown,comedy,wildcats,5.9,1986
unknown,drama,carriers,6.0,2009
90000000,drama,the good shepherd,6.7,2006
2800000,drama,burnt by the sun,8.0,1994
40000000,comedy,boomerang,5.4,1992
12000000,crime,step up,6.5,2006
40000000,animation,fantastic mr. fox,7.8,2009
25000000,drama,abandon,4.9,2002
20000000,adventure,terror en silent hill 2: la revelación,5.0,2012
unknown,biography,a royal affair,7.6,2012
unknown,drama,the handmaid's tale,6.0,1990
11000000,comedy,slackers,5.3,2002
unknown,drama,the road home,7.9,1999
unknown,drama,sound of my voice,6.7,2011
unknown,horror,edge of sanity,5.3,1989
unknown,comedy,little big league,6.1,1994
unknown,animation,piglet's big movie,6.0,2003
20000000,drama,disturbia,6.9,2007
31000000,action,hero,7.9,2002
35000000,animation,valiant,5.6,2005
unknown,crime,eastern promises,7.7,2007
30000000,comedy,man trouble,4.6,1992
15000000,action,lawnmower man 2: beyond cyberspace,2.4,1996
33000000,action,el cielo y la tierra,6.8,1993
4700000,comedy,the texas chainsaw massacre 2,5.6,1986
2900000,crime,felon,7.5,2008
225000000,adventure,the hobbit: the desolation of smaug,7.9,2013
unknown,comedy,english vinglish,7.9,2012
unknown,drama,earth,7.8,1998
unknown,adventure,magic in the water,5.8,1995
unknown,drama,my heroes have always been cowboys,6.4,1991
unknown,comedy,stuck in love,7.3,2012
unknown,animation,ducktales the movie: treasure of the lost lamp,6.9,1990
30000000,comedy,a lot like love,6.6,2005
unknown,drama,oorlogswinter,7.0,2008
38000000,horror,the order,5.2,2003
5000000,comedy,clerks ii,7.4,2006
8000000,comedy,she hate me,5.3,2004
1000000,horror,carnosaur,3.5,1993
17000000,comedy,40 days and 40 nights,5.6,2002
25000000,thriller,the gingerbread man,5.7,1998
46000000,comedy,my best friend's wedding,6.3,1997
unknown,comedy,trading mom,5.5,1994
6500000,comedy,the baby-sitters club,5.7,1995
unknown,drama,yi yi,8.1,2000
unknown,drama,whore,5.5,1991
unknown,comedy,funny about love,4.9,1990
15000000,comedy,leave it to beaver,5.1,1997
4000000,horror,bad dreams,5.6,1988
unknown,biography,the krays,6.7,1990
70000000,action,the siege,6.3,1998
30000000,horror,the cabin in the woods,7.0,2012
unknown,action,point of no return,6.0,1993
15000,drama,go fish,5.6,1994
17000000,crime,captivity,4.7,2007
unknown,drama,the ultimate gift,7.4,2006
unknown,drama,time to leave,7.1,2005
40000000,horror,below,6.2,2002
125000000,action,the hunger games: mockingjay - part 1,6.7,2014
40000000,biography,invincible,7.1,2006
17000000,crime,escobar,6.6,2014
unknown,comedy,the wrong guys,5.0,1988
unknown,action,the trouble with spies,4.0,1987
unknown,drama,field of dreams,7.5,1989
11000000,drama,the secret life of bees,7.3,2008
20000000,drama,copycat,6.6,1995
unknown,biography,hyde park on hudson,5.9,2012
unknown,drama,kikujiro,7.9,1999
26000000,comedy,in good company,6.5,2004
50000000,action,blown away,6.2,1994
unknown,action,species ii,4.3,1998
94000000,adventure,the lord of the rings: the two towers,8.7,2002
unknown,drama,the long walk home,7.3,1990
unknown,action,ella es un monstruo,6.2,2016
4000000,comedy,an awfully big adventure,6.0,1995
unknown,comedy,wish you were here,6.8,1987
unknown,drama,moll flanders,6.5,1996
unknown,drama,360,6.2,2011
unknown,comedy,the 'burbs,6.9,1989
35000000,comedy,a good year,6.9,2006
unknown,drama,it's all about love,5.5,2003
12000000,comedy,welcome to collinwood,6.4,2002
6000000,action,colors,6.7,1988
unknown,drama,two days one night,7.4,2014
150000000,comedy,dark shadows,6.2,2012
11000000,drama,anticristo,6.6,2009
35000000,action,superhero movie,4.5,2008
unknown,drama,story of women,7.6,1988
70000000,action,dracula untold,6.3,2014
100000000,comedy,sex and the city 2,4.4,2010
50000000,action,the peacemaker,5.9,1997
7000000,drama,crazy heart,7.3,2009
15000000,drama,never let me go,7.2,2010
30000000,action,old boy,5.8,2013
unknown,drama,foxfire,6.2,1996
unknown,action,the hidden,7.0,1987
17000000,drama,the woman in black,6.4,2012
30000000,biography,coach carter,7.3,2005
55000000,drama,crimson peak,6.5,2015
unknown,drama,the winslow boy,7.4,1999
2000000,comedy,spun,6.8,2002
unknown,comedy,lost in yonkers,6.7,1993
35000000,horror,ghost ship,5.5,2002
5000000,action,philadelphia experiment ii,4.5,1993
8000000,comedy,extract,6.2,2009
10000000,action,max steel,4.6,2016
40000000,adventure,north,4.4,1994
90000000,biography,patch adams,6.7,1998
13000000,action,godzilla 2000,6.1,1999
38000000,action,rush,8.1,2013
unknown,horror,white of the eye,6.4,1987
2500000,crime,the last seduction,7.1,1994
unknown,action,the sweeney,6.1,2012
unknown,drama,ladybird ladybird,7.5,1994
unknown,action,police story 4: first strike,6.6,1996
20000000,comedy,what a girl wants,5.8,2003
20000000,comedy,nancy drew,5.9,2007
258000000,action,spider-man 3,6.2,2007
unknown,animation,steamboy,6.9,2004
unknown,comedy,youth,7.3,2015
57000000,drama,rock star,6.2,2001
unknown,animation,ghost in the shell 2: innocence,7.6,2004
unknown,drama,prancer,6.3,1989
61000000,action,2 guns,6.7,2013
175000000,action,g.i. joe: the rise of cobra,5.8,2009
unknown,drama,monsters,6.4,2010
140000000,action,men in black ii,6.1,2002
28000000,animation,pulgarcita,6.4,1994
195000000,action,transformers: dark of the moon,6.3,2011
40000000,comedy,the princess diaries 2: royal engagement,5.7,2004
4000000,comedy,cemetery man,7.3,1994
3000000,adventure,spaced invaders,5.3,1990
8000000,drama,the million dollar hotel,5.9,2000
3300000,drama,whiplash,8.5,2014
unknown,romance,bed of roses,6.1,1996
15000000,comedy,in bruges,7.9,2008
5000000,biography,bernie,6.8,2011
unknown,comedy,my boyfriend's back,5.4,1993
50000000,crime,mad city,6.2,1997
24000000,comedy,think like a man too,5.8,2014
16000000,crime,the weight of water,5.9,2000
unknown,action,jackals,5.3,1986
11000000,comedy,money for nothing,5.7,1993
unknown,drama,a map of the world,6.7,1999
50000000,comedy,gremlins 2: the new batch,6.3,1990
65000000,action,300,7.7,2006
unknown,comedy,penitentiary iii,3.7,1987
6000000,biography,pollock,7.0,2000
unknown,comedy,out cold,5.5,1989
30000000,action,striking distance,5.8,1993
15000000,horror,the midnight meat train,6.1,2008
50000000,action,out of time,6.5,2003
unknown,comedy,l'auberge espagnole,7.3,2002
unknown,drama,duet for one,7.0,1986
22000000,action,extreme prejudice,6.6,1987
3600000,drama,adiós a las vegas,7.6,1995
28000000,comedy,alexander and the terrible horrible no good very bad day,6.2,2014
26000000,comedy,bad santa 2,5.5,2016
20000000,comedy,home for the holidays,6.6,1995
17000000,drama,beastly,5.6,2011
40000000,drama,pay it forward,7.2,2000
unknown,crime,as tears go by,7.1,1988
unknown,comedy,rosencrantz & guildenstern are dead,7.6,1990
19000000,drama,the book thief,7.6,2013
13000000,crime,the call,6.7,2013
12000000,drama,arbitrage,6.6,2012
93000000,adventure,the lord of the rings: the fellowship of the ring,8.8,2001
40000000,drama,zero dark thirty,7.4,2012
750000,horror,the innkeepers,5.5,2011
unknown,crime,el perfume: historia de un asesino,7.5,2006
3500000,comedy,the full monty,7.2,1997
750000,comedy,safety not guaranteed,7.0,2012
unknown,comedy,nobody's fool,5.5,1986
48000000,comedy,the happening,5.0,2008
unknown,comedy,without a clue,7.0,1988
unknown,comedy,tucker and dale vs evil,7.6,2010
15000000,comedy,mapa a las estrellas,6.2,2014
unknown,drama,indignation,6.8,2016
2000000,drama,the company you keep,6.4,2012
40000000,comedy,music and lyrics,6.5,2007
20000000,biography,de-lovely,6.6,2004
32000000,drama,the mothman prophecies,6.5,2002
unknown,comedy,absolutely fabulous: the movie,5.4,2016
36000000,biography,vatel,6.6,2000
27000000,mystery,limitless,7.4,2011
40000000,comedy,cheaper by the dozen,5.8,2003
unknown,drama,happy together,7.8,1997
6000000,drama,shattered glass,7.2,2003
unknown,comedy,mississippi grind,6.3,2015
unknown,action,the memory of a killer,7.4,2003
50000000,action,exit wounds,5.5,2001
unknown,comedy,air bud: golden receiver,4.5,1998
19000000,comedy,dumb and dumberer: when harry met lloyd,3.4,2003
unknown,comedy,miss firecracker,6.1,1989
25000000,biography,the fighter,7.8,2010
unknown,drama,la llave de sarah,7.5,2010
unknown,comedy,born yesterday,5.1,1993
140000000,action,iron man,7.9,2008
unknown,comedy,a summer's tale,7.7,1996
unknown,comedy,greedy,6.2,1994
2000000,drama,the lives of others,8.5,2006
unknown,comedy,happy accidents,7.3,2000
unknown,drama,the last mimzy,6.3,2007
70000000,drama,dreamgirls,6.5,2006
37000000,drama,the rite,6.0,2011
475000,action,brick,7.4,2005
unknown,drama,great expectations,6.4,2012
7500000,comedy,elvira: mistress of the dark,6.4,1988
17000000,comedy,love the coopers,5.7,2015
32000000,biography,men of honor,7.2,2000
19000000,crime,camino sin retorno,6.8,1997
11000000,comedy,tin men,6.5,1987
15000000,action,double impact,5.5,1991
31000000,fantasy,always,6.4,1989
6000000,comedy,wish i was here,6.7,2014
3200000,comedy,the meddler,6.3,2015
23000000,comedy,dr. t & the women,4.6,2000
unknown,comedy,priceless,7.0,2006
20000000,adventure,max,6.8,2015
155000000,action,alexander,5.5,2004
63000000,action,the matrix,8.7,1999
1000000,horror,wolf creek,6.3,2005
20000000,crime,trance,7.0,2013
19000000,animation,spirited away,8.6,2001
unknown,comedy,kids in the hall: brain candy,6.9,1996
10000000,drama,stealing beauty,6.6,1996
34000000,drama,the longest ride,7.1,2015
6500000,drama,the messenger,7.2,2009
9000000,comedy,rushmore,7.7,1998
15000000,drama,blood and chocolate,5.5,2007
1000000,horror,honeymoon,5.7,2014
13000000,adventure,bubble boy,5.6,2001
30000000,animation,jimmy neutron: boy genius,6.0,2001
90000000,adventure,the spiderwick chronicles,6.6,2008
unknown,drama,enigma,6.4,2001
63000000,drama,world trade center,6.0,2006
unknown,comedy,rang de basanti,8.3,2006
unknown,comedy,the impostors,6.5,1998
85000000,adventure,divergent,6.7,2014
unknown,comedy,easy virtue,6.7,2008
18000000,action,the package,6.4,1989
unknown,drama,ma vie en rose,7.6,1997
20000000,comedy,boo! a madea halloween,4.7,2016
20000000,drama,edward scissorhands,7.9,1990
9500000,drama,powder,6.6,1995
10000000,drama,precious,7.3,2009
unknown,adventure,trapped in paradise,5.9,1994
12000000,crime,the samaritan,5.6,2012
6000000,action,a prayer for the dying,6.4,1987
30000000,sci-fi,sector 9,8.0,2009
unknown,action,delta force 2: the colombian connection,4.7,1990
unknown,comedy,together,7.5,2000
unknown,drama,high-rise,5.7,2015
7000000,comedy,cyrus,6.3,2010
unknown,comedy,the decline of the american empire,7.3,1986
unknown,horror,the human centipede ii (full sequence),3.9,2011
24000000,mystery,ruby cairo,5.0,1992
4000000,action,one good cop,5.8,1991
15000000,action,the man with the iron fists,5.4,2012
35000000,comedy,oscar,6.4,1991
14000000,mystery,el penthouse,6.3,2014
75000,horror,creepozoids,3.5,1987
55000000,action,bullet to the head,5.7,2012
60000000,crime,city by the sea,6.1,2002
unknown,biography,the boy in blue,5.4,1986
unknown,comedy,police academy 5: assignment: miami beach,4.4,1988
unknown,crime,lilya 4-ever,7.9,2002
40000000,horror,final destination 5,5.9,2011
200000,horror,mosquito,4.6,1994
unknown,drama,the naked cage,5.5,1986
44000000,comedy,the interview,6.6,2014
unknown,drama,zebrahead,6.3,1992
2300000,crime,little odessa,6.8,1994
15000000,drama,10 cloverfield lane,7.2,2016
unknown,drama,avalon,7.3,1990
unknown,drama,la bella latosa,7.8,1991
20000000,comedy,the nanny diaries,6.2,2007
1100000,action,bloodsport,6.8,1988
6000000,comedy,van wilder: party liaison,6.4,2002
42000000,action,reindeer games,5.7,2000
225000000,action,the chronicles of narnia: prince caspian,6.6,2008
24000000,action,punto de quiebra,7.2,1991
3500000,comedy,tales from the darkside: the movie,6.2,1990
30000000,action,dragonball: evolution,2.6,2009
25000000,action,tombstone,7.8,1993
28000000,action,kick-ass 2,6.6,2013
12000000,comedy,chucky 5: el hijo de chucky,4.9,2004
unknown,horror,gothic,5.7,1986
110000000,action,allegiant,5.7,2016
140000000,adventure,a series of unfortunate events,6.8,2004
11000000,biography,kinsey,7.1,2004
5000000,biography,kid cannabis,6.4,2014
unknown,comedy,belle epoque,7.2,1992
12000000,biography,cadillac records,7.0,2008
unknown,comedy,enredos en broadway,6.1,2014
1500000,sci-fi,hardware,5.9,1990
unknown,adventure,a far off place,6.6,1993
70000000,action,chill factor,5.2,1999
unknown,drama,promised land,5.7,1987
1000000,drama,unfriended,5.6,2014
unknown,drama,enduring love,6.4,2004
50000000,action,the mod squad,4.2,1999
12500000,animation,the land before time,7.4,1988
21000000,crime,we own the night,6.9,2007
3500000,comedy,friday,7.3,1995
63000000,animation,hop,5.5,2011
40000000,action,spawn,5.2,1997
unknown,comedy,love at large,5.8,1990
52000000,comedy,the change-up,6.3,2011
unknown,comedy,liberal arts,6.7,2012
unknown,comedy,adult world,6.2,2013
20000000,action,young guns ii,6.5,1990
1000000,horror,chernobyl diaries,5.0,2012
unknown,comedy,babette's feast,7.8,1987
20000000,mystery,pasión un asesinato perfecto,5.3,2012
38000000,drama,water for elephants,6.9,2011
unknown,drama,heartbeats,7.2,2010
60000000,animation,sinbad: legend of the seven seas,6.7,2003
unknown,comedy,before we go,6.9,2014
5000000,action,near dark,7.0,1987
20000000,comedy,the comebacks,4.2,2007
15000000,crime,dead again,7.0,1991
10000000,drama,the brown bunny,5.0,2003
130000,drama,claire of the moon,4.9,1992
unknown,drama,the wings of the dove,7.2,1997
