Sentence,Label
i̇sim gununun kutlandigi bolgelerde aile ve arkadas cevresi arasinda kendi anlamini tasir.,1
cocuklar icin cizgi roman ve filmleride vardir.,0
ayrica dunya genelinde kutup bolgelerinde ve antarktika’da bulunmaktadir.,1
"i̇ngilizce ve i̇spanyolca konusulan ulkelerde ise latince ""corpus christi"" adi kullanilir.",1
lebron james gecen seneden sonra bu senede finallerin en degerli oyuncusu secildi.,1
sehir ulkenin dogu kesiminde dogu bolgesi icerisinde yer alan bir yerlesim yeridir.,1
duvarlarin onunde de cit veya hendek olabilir.,1
kufe halkindan dokuz bine yakin kisininde destegini aldi.,0
tum bu topraklarda onlara odunsu bitki buyumesi icin oldukca elverisli..,1
hattin kapasitesinin limitli olmasindan dolayi yogun turizm donemlerinde bekleme donemleri uzun olabilmektedir.,1
tasari ermeni cephesinde sok etkisine neden oldu.,1
avrupa i̇nsan haklari mahkemesinde hakimdir.,1
sarki surumu uzerine agirlikli olarak olumlu elestiriler aldi.,1
i̇lk dizi deneyimini yaprak dokumu dizisindeki sedef roluyle yapti.,1
bu sisteme gore her katilimci ulkenin muzik endustrisinde profesyonel bes juri uyesi bulunmalidir.,1
her ulkenin bes tane olmak uzere toplamda iki yuz yetmis juri uyesi bulunmaktadir.,1
mahallede saglik ocagi ve okul bulunmaktadir.,1
dunya savasi yillarinda cin’de dunyaya geldi.,1
baslama vurusu esnasinda her iki takim oyunculari kendi yari sahasinda bulunmak zorundadir.,1
grubun ayni zamanda bircok bilinen avustralya turne ve is sirketide var.,0
kum ve daha buyuk parcaciklar ise zeminde yatak yuku olarak hareket ederler.,1
ayni yil adi gecen fakultede asistan olmustur.,1
halende bu universitenin i̇letisim fakultesi gazetecilik bolumunde gorev yapmaktadir.,0
i̇ktisat fakultesi siyaset bilimi kursusunde devam etmistir.,1
cam seramikler sinirli ya da kisa mesafeli duzende amorf ya da camsi yapida olabilirler.,1
ayrica bu album turkiye metal tarihinde yapilmis ilk bayan black metal albumudur.,1
sehir ulkenin kuzey kesiminde kuzeybati bolgesi icerisinde yer alan bir yerlesim yeridir.,1
sehir ulkenin bati kesiminde bati bolgesi icerisinde yer alan bir yerlesim yeridir.,1
i̇lk yillarindan itibaren cumhuriyetin gelisiminin temel alindigi dizi konusu iki ailenin catismasini islemektedir.,1
sehir ulkenin orta kesiminde guney bolgesi icerisinde yer alan bir yerlesim yeridir.,1
kitapta yer alan siirlerin bircogu sarki olarak bestelenmistir.,1
kerberos daha guvenli bir sekilde kimlik dogrulama islemek icin tasarlanmistir.,1
tuva turklerinden bazi arastirmacilar toju agzini da iki topluluga ayirir.,1
festivaller genelde yillik olarak duzenlenir.,1
belde halki oguz avsar turkmenlerinden olusmaktadir.,1
mahallede okul vardir.,1
tegmen rutbesine yukseldi ve iki kez yaralandi.,1
pasor mevkisinde gorev yapmaktadir.,1
kurtce agirlikli albumde iki de turkce sarki yer almaktadir.,1
ana yarismanin juri baskanligini amerikali aktor robertde niro yapmistir.,0
ayni yil sehirde veba salgini basladi.,1
havaalanlari icinde yolcu transferinde kullanilmak uzere alcak tabanli otobusler uretmektedir.,1
turkiye’de ise bu konuda bir karisiklik vardir.,1
bir ask ucgeni cercevesinde kurulan filmin muziklerini ise alberto iglesias yapti.,1
zira usta sinemaci kendi filmlerinede fazlasiyla gonderme yapiyor.,0
ancak barutun bulunmasiyla ve muharebelerde kullanilmasinin artmasiyla tas yerine ahsap malzeme tercih edildi.,1
bunun sebebi olasi bir sarapnel etkisinde tas parcalarinin ahsap parcalarina gore daha olumcul olmasiydi.,1
filmin buyuk bolumu ancona ve cevresinde cekilmistir.,1
gunumuzde ise genelde bu harfin arkasindan gelen bir z ile birlikte kullanilir.,1
turkcede bulunmayan sert bir d harfidir.,1
fakat az bir muddet sonra bu gorevdende ayrilmistir.,0
hristiyan bilimde bunlardan birisidir.,0
maine eyaletinin portland sehrinde isini yurutuyordu.,1
genisleme sonucunda tipki bir ana kol yildizi gibi sicak olacaktir.,1
yildizlararasi ortam ve madde,1
eski stadyumun ismini aldi.,1
bu kusatmaya dayanacak sekilde tasarlanmistir.,1
dunyada bir sehir sinirlari icinde yer alan en buyuk ormandir.,1
bu atolyeler genellikle manastir icinde bulunur ve kopyalama isi kesisler tarafindan yapilirdi.,1
produktorlugude nilsson tarafindan ustlenilmistir.,0
daha cok kentsel bolgelerde yer alirlar.,1
film yabanci dilde en i̇yi film altin kure odulu ve bircok uluslararasi odul kazanmistir.,1
uniter devlet fikrinin karsisinda bir tutumu ifade eder.,1
bu olay onun sonraki yasamini derinden etkiledi.,1
aracin yakit tanki alev aldi ve seyircilerin arasinda patladi.,1
sehirde bulunan nukleer arastirma enstitusu sehir icin onemli bir yer tutar.,1
kalelerin icindeki buyuk kule benzeri yapilari anlatan bu kelimenin kokenine dair cesitli rivayetler vardir.,1
onemli askeri us konumunun yani sira siyasi onemide bulunan yapilar haline gelir.,0
bu basarilarinin haricinde de turda genel klasman birinciligi elde etmistir.,1
gazetecilige milliyet gazetesi dis haberler servisi’nde basladi.,1
sabah gazetesi dis haberler servisi’nde devam etti.,1
ayni zamanda oyunculuk ve yonetmenlikde yapmistir.,0
fakultede bilimsel arastirma kuluplerinin mezun dernekleri ile dayanisma halinde faaliyet gostermektedir.,1
azinlik okullarinda azinligin mensup oldugu dinin egitiminin verilmeside mumkundur.,0
bir alman ticaret sirketinde cevirmenlik yapti ve serbest gazeteci olarak calisti.,1
dogal olarak yildizlararasi maddede bulundugu one surulmustur.,1
col kaldirimi uzerindeki etkisi tartismalidir.,1
fakat bu sekilde cokca etkilesimin bir anda olusmasi oldukca guclu bir bag olusturabilir.,1
o donemde i̇stanbul halki icin baslica eglence tiyatro idi..,1
bu tabakalarin icindeki fosiller yararlidir.,1
boylelikle farkli yerlerde bulunabilirler.,1
filmin cekimlerinede birkac hafta sonra baslandi.,0
buradaki egitimini tamamlamadan kapalicarsi’da baba meslegi olan kuyumculuk isini yurutmeye basladi.,1
filmde oyun kadar basari kazanmistir.,0
bircok filmde ve dizide rol almis bir aktordur.,1
ancak bu bilesik buharlasma tesebbus edildiginde ayrisir ve tam kompozisyonu belirsizdir.,1
albumdeki sarkilarin cogunu muzisyen erkek kardesleri ile birlikte kendisi yazdi ve besteledi.,1
i̇ki yil sonra hala yaver olmasina ragmen bir turnuva mucadelesini kazandi.,1
daha sonra chicago universitesi’nde muzik ve dil bolumlerine girdi fakat mezun olmadi.,1
dusuk yogunlugundan oturu kullanim alani zaman icinde genislemistir.,1
her gruptaki son takim kumede kalma asamasi icin yaristi.,1
on alti katilimci takim asagidaki dort gruba yerlestirildi.,1
i̇kinci yarida ise bes galibiyet ile dort beraberlik elde etti.,1
kongrede secilen oturum konulari gundem ve liberal felsefeye dair tartismalar icerir.,1
bu yolculuk bittiginde daha fazla tecrube sahibi olmus fakat sagligi ciddi sekilde etkilenmistir.,1
fikirleri finlandiya bilim cevrelerinde heyecanla karsilanmis ve buyuk ilgi gormustur.,1
fakat bu antlasma iki tarafi da memnun etmemisti.,1
bu yapi ekonomik sebeplerle dis surlarin bir kismini olusturacak sekilde de insa edilebilir.,1
bu karakter diger oyunlardaki karakterlere gore daha hareketli.,1
oyunda ghosts ekibinin riley adli bir kopegide bulunuyor.,0
bu cevredeki suyu yararak buyuyen buz lens olusumuna katki saglar.,1
i̇ngiltere muzik listesinde ilk on numara arasinda degisiyordu.,1
mutlak sicaklik birimi olan kelvin cinsinden ifade edilmektedir.,1
kiyi ise kiyi kenar cizgisi ile kiyi cizgisi arasindaki alani tanimlamaktadir.,1
altinda ve ustunde bulunan diger kayalardan gozle acikca ayirt edilebilen bir kaya birimidir.,1
yari final galipleride sampiyonluk icin final oynadilar.,0
bahcede birkac adet sera da yer almaktadir.,1
botanik bahcesinde hem brezilya’ya hem de ulke disina ait flora yer almaktadir.,1
hem tropikal hemde tropikal olmayan bircok bitkiyi ve agaci bunyesinde barindirmaktadir.,0
isik veya su buhari ile temas ettiginde ayrisir.,1
defans pozisyonunda oynamis eski futbolcudur.,1
"asagidaki proseduru kullanarak ""m"" yi geri elde edebilir.",1
yeryuzunde ender bulunmalari soy metalleri maddi olarak degerli kilmaktadir.,1
genellikle kale ana kapisinda iki tane kale kapisi bulunurdu.,1
ana materyalin ozelligini iyi sekilde yansitir.,1
yari kurak –yari nemli bolgelerde koyu renklidir.,1
bu tren ile dagin en tepesinde yer alan heykele ulasilir.,1
beldede yasayan halk genelde iyi egitim almis insanlardan olusmaktaydi.,1
sifrelemede uygulanan islemlerin ters islemleri uygulanarak ayni algoritma kullanilarak sifre cozumleme islemi yapilabilmektedir.,0
universite egitimini sabanci universitesi uretim sistemleri muhendisliginde tamamlamistir.,1
i̇lerleyen donemde de profesorluk unvanini aldi.,1
bunlarin disinda takimlar icin iki klasman sistemi de vardir.,1
siradan evlerde otururlar ve siradan islerde calisirlar.,1
pek cok onde gelen sivil toplum kurulusunda baskanlik ve yoneticilik yapmistir.,1
ali uras’in baskanligindaki yonetim kurulunda da gorev yapti.,1
dunya savasi pasifik cephesinde kullanilmistir.,1
savas sirasinda kazikli duvar bircok cephede kullanilmistir.,1
sato civarinda arac otoparki ve otobus duragi mevcuttur.,1
piroklastik akintilar iki ana bolumden olusur.,1
desenli zemin cesitli bicimlerde bulunabilir.,1
dunyanin en eski ve en taninmis kuruluslarindan birisidir.,1
sanayide isleri kolaylastiran malzemeler de uretmektedir.,1
bolge ulke icerisindeki iki ticaret bolgesinden biri konumundadir.,1
said nursi bu anlatilari gercek olaylar seklinde anlar ve anlatir.,1
said nursi bu donemde gunluk siyasetten uzak kalmayi kendine ilke edinir.,1
kuzey kutup dairesi bolgesinde son buzul cag etkileri hala telaffuz edilmektedir.,1
piyade alayi’na atandi.,1
dergiye gonderilen makaleler baska bir yerde yayinlanmamis olmasi gerekmektedir.,1
rastgele oracle modelde en basit guvenligi kanitlanmis dijital imzalama modeli olarak dusunuldu.,1
bu anlayis cok sonralari ortaya konan sicim teorisi ilede desteklenmistir.,0
dunya savasi sirasinda alman ordusu icerisinde bulunan askeri birlik.,1
ciceklerin acilmasi bir sonraki yaz mevsiminde olacaktir.,1
degisik ulkelerde degisik bicimlerde oynanmistir.,1
eylul ayinin birinci pazarindan sonraki persembe gunu kutlanir.,1
genelde cok egimli olmayan tepelerde uygulanir.,1
asagidaki listede dusuk ve yuksek parmak orani ile iliskili bazi durumlar siralanmistir.,1
ve ayni hafta icerisinde bircok ulkede yayinlandi.,1
bu gorevde iken halep valisi olarak tayin edildi.,1
sistem yoneticilerinin cogu agdaki unix makineleri yonetmek icin bu makineler arasinda guven iliskisi kurarlar.,1
ayni zamanda tiyatro eserleride bulunmaktadir.,0
albumunde yer alan sarkilar agirlikli olarak pop tarzinda olup sanatci i̇brahim tatlises tarafindan seslendirilmistir.,1
donemde kocaeli milletvekilidir.,1
klibinde once bircok radyo tarafindan tanitimi yapilmistir.,1
"bu islerin ikiside institute of contemporary arts’da ""made in italy"" adiyla sergilenmistir.",0
bu yillar icerisinde kucuk capli oyunlar yazmis ve yonetmistir.,1
ancak bu yazit gunumuzde kayiptir.,1
o tarihte akameti’de iyi insa edilmis bir kilise vardi ve yapi ayakta duruyordu.,1
babasi amerikan ordusunda cavus olmasi nedeniyle dunyanin cesitli ulkelerinde bulunmustur.,1
koyun eski ermeni yerlesimi olduguna dair tas yazitlar bulunmaktadir.,1
daha onceki donemde koy gurcu kralligi ve birlesik gurcu kralligi sinirlari icinde bulunuyordu.,1
koydeki yerlesimin tarihi cok eski donemlere uzanmaktadir.,1
koy ve civarinda yerlesimin tarihi oldukca eski donemlere kadar gitmektedir.,1
yakin tarihli kaynaklara gore guzelyurt koyunde yikik durumda iki kilise vardir.,1
bolgedeki koylerin eski adlarinin bir kismi kisi adlarindan gelmektedir.,1
ruslar koyde yasayan nufusun tamamini kurt olarak kaydetmistir.,1
koy daha once gurcu kralligi sinirlari icinde kaliyordu.,1
koyun bulundugu alandaki yerlesim antik donemlere kadar uzanmaktadir.,1
yerlesimin batisindaki tepelik alanda hoyuk bulunmaktadir.,1
altas’in bilinen en eski adi uri ya da huri’dir.,1
bir kismi gunumuze ulasan kalenin cevresinde eskiden bir yerlesmenin bulunduguna dair izler fark edilmektedir.,1
ne varki bu kiliseden geriye bir sey kalmamistir.,0
ancak talihsiz bir sekilde kendi kalesine gol atip macin uzatmalara gitmesine neden olmustur.,1
bu macta birde gol kaydetti.,0
demokratiklesme surecinde devletlerin secmenleri bilgilendirme zorunlulugu dogmustur.,1
ancak bunun yaninda guvenilir guvenlik kapisi boyunca tunel modu icerisinde calisabilir.,1
uzun bir sure sahnelerde yer almadi.,1
bir universitede alti donem gecirdi.,1
summers ayrica film ve televizyon projeleri icinde muzikler hazirlar.,0
bu sarki ile latin grammy odulleri’ne aday gosterilmistir.,1
mahallede cami ve ilkokul bulunmaktadir.,1
i̇lce genelindeki en yogun antep fistigi bu bolgededir.,1
projede herhangi bir tunel bulunmamaktaydi.,1
halkin onde gelen erkekleri adami bulmak icin yola koyuldular.,1
kendisine uygulanan iskence neticesinde sagir oldu.,1
bu filmde sal ilk profesyonel rolunu oynamistir.,1
yarismada aldigi basarisiz sonuca ragmen i̇srail muzik listelerinde ust siralarda yer almistir.,1
dort yatak odasi sayesinde merkez alti kisiye kadar yatili konuk kabul edebilmektedir.,1
hedeflerinden biride disiplinlerarasi arastirmayi tesvik etmektir.,0
daha sonrasinda ise onlari yavas bir sekilde operasyonlarin icine aldi.,1
bu sayede tek gumruk idaresi bunyesinde iki ulkeye acilan bir kapinin insasi gerceklestirilmesi planlanmaktadir.,1
bu projeye koye yeni gelen ogretmende destek olur.,0
babasi vefat eden oguz onun olmeden onceki son arzusunu yerine getirmek istemektedir.,1
"bolumde ilk olarak gosterilen film ""kuf"" filmidir.",1
"film festivalde ""gelecegin aslani"" odulunu kazanmistir.",1
tiyatro ve televizyon dizilerinde rol almaktadir.,1
bu uygulamalar genelde ayni anda bircok kullanicinin kullandigi servisler gibi olmalidir.,1
daha cok tv yapimi filmlerde rol alarak ustun bir performans sergilemistir.,1
su anda mimar sinan guzel sanatlar universitesi resim bolumunde akademik egitimine devam etmektedir.,1
filmde ayni erkege asik iki kiz kardesin oykusu anlatilmaktadir.,1
cift yonlu transfer hizmetide denir.,0
hem anglikan hemde katolik kiliselerin insa edilmesi alaninda oldukca basarili oldu.,0
ceviriler yapti ve aile faciasi turunde romanlar yazdi.,1
"yeni sabah gazetesinde ""diken"" takma adiyla yazilar kaleme aldi.",1
elinde siyah bir canta var.,1
"albumun cikis parcasi ""birileri var"" adli sarki olarak belirlenmistir.",1
arsiv girisi vatikan kutuphanesi bitisiginde bulunmaktadir.,1
gunumuzde her yil kimi zaman binden fazla arastirmaci arsivleri incelemektedir.,1
bununla birlikte su ihtiyacinin karsilanmasi halinde bitkinin subtropik iklimlerde yetistigi gorulmustur.,1
geleneksel amazon kabileleri bunu az sekilde temel gida maddesi gibi kullanirlar.,1
ozellikle bolgedeki turizm sektorune de cok katki sagladi.,1
mezarinin mihrimah sultan camii turbesinde oldugu dusunulmektedir.,1
genelde gizli bir anahtarin karsiya guvenli olarak iletilmesi icin kullanilabilecek bir protokol olarak aciklanir.,1
i̇ngilizce dilinde yayin yapmaktadir.,1
pazar gecelerinde basariya ulasmis ve kendi saati icin oldukca iyi sonuclar elde etmistir.,1
film gosterime verildiginde elestirmenlerce cok begenildi.,1
bu sayede ogrenciler daha iyi bir anatomi egitimi almaktadir.,1
ogrenciler bilgilerinin yetersiz kaldigi yerlerde ogrenim hedefi belirleyerek bir sonraki modul dersinde ogrendiklerini paylasirlar.,1
aldigi olumlu elestiriler sayesinde dizinin ikinci sezonunda da bulunmaktadir.,1
erkek kardesi ise bir universitede politika okumaktadir.,1
oyunculuga ilk basladigi yillarda irili ufakli bircok projede rol aldi.,1
ust plaka uzerindeki volkanik yay yavas yavas aktivitesini kaybeder.,1
donusunde gazeteci ve avukat oldu.,1
belgesel filmleri esnasinda televizyon dizilerinde goruntu yonetmenligi yapmaya devam etmistir.,1
sarki oyununda soundtrack olarak yer almaktadir.,1
kapanis partisinde billy idol yer aldi.,1
okul oncesinde ogretmenler cocuklarla oyunlar oynayip cesitli dersler yaparlar.,1
bunu birkac hafta sonra macarca baski takip etti.,1
ayrica ask ve sevgi muzik eserleride yapti.,0
bundan ailesininde haberi vardir.,0
daha sonra milli egitim amerikan samoa bolumu icinde bir ilkogretim ve ortaogretim yoneticisi oldu.,1
bir kadin koruma evine yerlestirilen cicek burada esra ismindeki bir kadinla tanisarak arkadas olur.,1
belirtmek gerekirki ilk baglanti istegi http’dir.,0
bir http tuneli genelde daha cok kisitli baglanti ile ag konumu iletisimi anlaminda kullanilir.,1
i̇stemci program ise korunan agdaki bilgisayar uzerinde calisir.,1
tum kategorilerde oynadiktan sonra a takim kadrosuna alindi.,1
zeki bu macin ardindan bir sure forma giyemedi.,1
yorede hayvancilik halkin ikinci derecede gecim kaynagidir.,1
ayrica son olarak dinle sevgili isimli dizide oynamistir.,1
bircok dizi ve sinema filminde rol almistir.,1
listede on dort hafta gecirdi ve en fazla otuz besinci siraya kadar yukseldi.,1
o cevredeki ermeni okuluna gitti.,1
bireyin bir alandaki basarisizligini baska bir alanla telafi etmesi.,1
bu film kariyerindeki ikinci sinema filmi olma ozelligini tasimaktadir.,1
ayrica conference national liginde mucadele etmektedir.,1
zaman gectikcede bu birliktelik guclenir.,0
haziran gecesi isimli dizide oynadi.,1
i̇lkokul ve orta okul egitimini yukselis kolejinde tamamladi.,1
bolgedeki bir ermeni okuluna gitti.,1
antik dunyada topografik ilgi uyandiran yerlerin varolan en eski haritasi olarak bilinir.,1
defansif orta saha mevkiinde gorev yapan oyuncu premier league ekiplerinden sunderland formasi giymektedir.,1
